full_name,first_name,last_name,is_active,person_id,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
Brandon Armstrong,Brandon,Armstrong,0,2220,1980-06-16,Pepperdine,USA,Pepperdine/USA,"6,5",18.5,4,1,Guard,Inactive,1610612751,Nets,NJN,New Jersey,2001,2003,Y,Y,Y,2001,1,23,N
Darrell Armstrong,Darrell,Armstrong,0,353,1968-06-22,Fayetteville State,USA,Fayetteville State/USA,"6,1",18.0,15,10,Guard,Inactive,1610612753,Magic,ORL,Orlando,1994,2007,N,Y,Y,1988,Undrafted,Undrafted,N
Hilton Armstrong,Hilton,Armstrong,0,200756,1984-11-23,Connecticut,USA,Connecticut/USA,"6,11",23.5,6,57,Forward-Center,Inactive,1610612740,Hornets,NOH,New Orleans,2006,2013,Y,Y,Y,2006,1,12,N
Tate Armstrong,Tate,Armstrong,0,76059,1955-10-05,Duke,USA,Duke/USA,"6,3",17.5,2,14,Guard,Inactive,1610612741,Bulls,CHI,Chicago,1977,1978,N,Y,Y,1977,1,13,N
Jesse Arnelle,Jesse,Arnelle,0,76062,1933-12-30,Penn State,USA,Penn State/USA,"6,5",22.0,1,15-18,Forward,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,1955,1955,N,Y,Y,1955,2,13,N
Bob Arnzen,Bob,Arnzen,0,76064,1947-11-03,Notre Dame,USA,Notre Dame/USA,"6,5",20.5,1,21-30,Forward,Inactive,1610612758,Royals,CIN,Cincinnati,1970,1970,N,Y,Y,1969,8,103,N
Carlos Arroyo,Carlos,Arroyo,0,2306,1979-07-30,Florida International,Puerto Rico,Florida International/Puerto Rico,"6,2",20.0,10,45,Guard,Inactive,1610612753,Magic,ORL,Orlando,2001,2010,N,Y,Y,1988,Undrafted,Undrafted,N
Darrell Arthur,Darrell,Arthur,0,201589,1988-03-25,Kansas,USA,Kansas/USA,"6,9",23.5,10,00,Forward,Inactive,1610612743,Nuggets,DEN,Denver,2008,2017,N,Y,Y,2008,1,27,N
John Arthurs,John,Arthurs,0,76065,1947-08-15,Tulane,USA,Tulane/USA,"6,4",18.5,1,12,Guard,Inactive,1610612749,Bucks,MIL,Milwaukee,1969,1969,N,Y,Y,1969,6,73,N
Jamel Artis,Jamel,Artis,0,1628503,1993-01-12,Pittsburgh,USA,Pittsburgh/USA,"6,7",21.3,2,0,Guard,Inactive,1610612753,Magic,ORL,Orlando,2017,2017,Y,Y,Y,1988,Undrafted,Undrafted,N
Omer Asik,Omer,Asik,0,201600,1986-07-04,Fenerbahce,Turkey,Fenerbahce/Turkey,"7,0",25.5,9,3,Center,Inactive,1610612740,Pelicans,NOP,New Orleans,2010,2017,N,Y,Y,2008,2,36,N
Vincent Askew,Vincent,Askew,0,355,1966-02-28,Memphis,USA,Memphis/USA,"6,6",21.0,9,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1987,1997,N,Y,Y,1987,2,39,N
Don Asmonga,Don,Asmonga,0,76068,1928-02-15,Alliance,USA,Alliance/USA,"6,2",18.5,1,Desconocido,Guard,Inactive,1610610024,Bullets,BAL,Baltimore,1953,1953,N,Y,Y,1988,Undrafted,Undrafted,N
Richard Atha,Richard,Atha,0,76069,1931-09-21,Indiana State,USA,Indiana State/USA,"6,2",19.0,2,7,Guard,Inactive,1610612752,Knicks,NYK,New York,1955,1957,N,Y,Y,1953,Desconocido,Desconocido,N
Chucky Atkins,Chucky,Atkins,0,1088,1974-08-14,South Florida,USA,South Florida/USA,"5,11",18.5,12,17,Guard,Inactive,1610612765,Pistons,DET,Detroit,1999,2009,N,Y,Y,1988,Undrafted,Undrafted,N
Chet Aubuchon,Chet,Aubuchon,0,76071,1916-05-08,Michigan State,USA,Michigan State/USA,"5,10",13.7,1,Desconocido,Guard,Inactive,1610610028,Falcons,DEF,Detroit,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Stacey Augmon,Stacey,Augmon,0,278,1968-08-01,UNLV,USA,UNLV/USA,"6,8",21.3,16,2,Forward-Guard,Inactive,1610612737,Hawks,ATL,Atlanta,1991,2005,N,Y,Y,1991,1,9,N
D.J. Augustin,D.J.,Augustin,0,201571,1987-11-10,Texas-Austin,USA,Texas-Austin/USA,"5,11",18.3,14,4,Guard,Active,1610612745,Rockets,HOU,Houston,2008,2023,N,Y,Y,2008,1,9,N
James Augustine,James,Augustine,0,200788,1984-02-27,Illinois,USA,Illinois/USA,"6,10",23.5,2,40,Forward,Inactive,1610612753,Magic,ORL,Orlando,2006,2007,Y,Y,Y,2006,2,41,N
Ike Austin,Ike,Austin,0,1134,1969-08-18,Arizona State,USA,Arizona State/USA,"6,10",28.8,9,Desconocido,Center,Inactive,0,Desconocido,Desconocido,Desconocido,1991,2001,N,Y,Y,1991,2,48,N
John Austin,John,Austin,0,76073,1944-08-31,Boston College,USA,Boston College/USA,"6,0",17.0,1,34,Guard,Inactive,1610612764,Bullets,BLT,Baltimore,1966,1966,N,Y,Y,1966,4,38,N
Anthony Avent,Anthony,Avent,0,138,1969-10-18,Seton Hall,USA,Seton Hall/USA,"6,9",24.0,6,30,Center,Inactive,1610612749,Bucks,MIL,Milwaukee,1992,1999,N,Y,Y,1991,1,15,N
William Averitt,William,Averitt,0,76076,1952-07-22,Pepperdine,USA,Pepperdine/USA,"6,2",17.0,2,15,Guard,Inactive,1610612746,Braves,BUF,Buffalo,1976,1977,N,Y,Y,1973,4,55,N
William Avery,William,Avery,0,1895,1979-08-08,Duke,USA,Duke/USA,"6,2",18.0,4,30,Guard,Inactive,1610612750,Timberwolves,MIN,Minnesota,1999,2002,N,Y,Y,1999,1,14,N
Dennis Awtrey,Dennis,Awtrey,0,76078,1948-02-22,Santa Clara,USA,Santa Clara/USA,"6,10",23.5,12,20,Center,Inactive,1610612756,Suns,PHX,Phoenix,1970,1981,N,Y,Y,1970,3,46,N
Joel Ayayi,Joel,Ayayi,0,1630555,2000-03-05,Gonzaga,France,Gonzaga/France,"6,4",18.0,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2021,2021,Y,Y,Y,1988,Undrafted,Undrafted,N
Gustavo Ayon,Gustavo,Ayon,0,202970,1985-04-01,Baloncesto Fuenlabrada,Mexico,Baloncesto Fuenlabrada/Mexico,Desconocido,21.0,3,Desconocido,Desconocido,Inactive,0,Desconocido,Desconocido,Desconocido,2011,2016,N,Y,Y,1988,Undrafted,Undrafted,N
Jeff Ayres,Jeff,Ayres,0,201965,1987-04-29,Arizona State,USA,Arizona State/USA,"6,9",25.0,7,19,Forward-Center,Inactive,1610612759,Spurs,SAS,San Antonio,2009,2015,Y,Y,Y,2009,2,31,N
Deandre Ayton,Deandre,Ayton,1,1629028,1998-07-23,Arizona,Bahamas,Arizona/Bahamas,"7,0",25.0,5,22,Center,Active,1610612756,Suns,PHX,Phoenix,2018,2023,N,Y,Y,2018,1,1,N
Kelenna Azubuike,Kelenna,Azubuike,0,101235,1983-12-16,Kentucky,United Kingdom,Kentucky/United Kingdom,"6,5",21.5,5,4,Guard,Inactive,1610612744,Warriors,GSW,Golden State,2006,2011,N,Y,Y,1988,Undrafted,Undrafted,N
Udoka Azubuike,Udoka,Azubuike,1,1628962,1999-09-17,Kansas,Nigeria,Kansas/Nigeria,"6,11",27.0,3,20,Center-Forward,Active,1610612762,Jazz,UTA,Utah,2020,2023,Y,Y,Y,2020,1,27,N
Chris Babb,Chris,Babb,0,203569,1990-02-14,Iowa State,USA,Iowa State/USA,"6,5",22.5,3,52,Guard,Inactive,1610612738,Celtics,BOS,Boston,2013,2014,Y,Y,Y,1988,Undrafted,Undrafted,N
Luke Babbitt,Luke,Babbitt,0,202337,1989-06-20,Nevada-Reno,USA,Nevada-Reno/USA,"6,9",22.5,9,22,Forward,Inactive,1610612740,Pelicans,NOP,New Orleans,2010,2017,Y,Y,Y,2010,1,16,N
Milos Babic,Milos,Babic,0,76079,1968-11-23,Tennessee Tech,USA,Tennessee Tech/USA,"7,0",24.0,2,00,Center,Inactive,1610612739,Cavaliers,CLE,Cleveland,1990,1991,N,Y,Y,1990,2,50,N
Johnny Bach,Johnny,Bach,0,76080,1924-07-10,Fordham,USA,Fordham/USA,"6,2",18.0,1,17,Forward,Inactive,1610612738,Celtics,BOS,Boston,1948,1948,N,Y,Y,1948,Desconocido,Desconocido,N
Dwayne Bacon,Dwayne,Bacon,0,1628407,1995-08-30,Florida State,USA,Florida State/USA,"6,6",22.1,5,8,Guard-Forward,Inactive,1610612753,Magic,ORL,Orlando,2017,2020,Y,Y,Y,2017,2,40,N
Jim Baechtold,Jim,Baechtold,0,76081,1927-12-09,Eastern Kentucky,USA,Eastern Kentucky/USA,"6,4",20.5,5,10,Forward,Inactive,1610612752,Knicks,NYK,New York,1952,1956,N,Y,Y,1952,1,2,N
Dalibor Bagaric,Dalibor,Bagaric,0,2053,1980-07-02,Benston Zagreb,Croatia,Benston Zagreb/Croatia,"7,1",29.0,4,11,Center,Inactive,1610612741,Bulls,CHI,Chicago,2000,2002,N,Y,Y,2000,1,24,N
John Bagley,John,Bagley,0,76082,1960-04-23,Boston College,USA,Boston College/USA,"6,0",18.5,11,5,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,1982,1993,N,Y,Y,1982,1,12,N
Marvin Bagley III,Marvin,Bagley III,1,1628963,1999-03-14,Duke,USA,Duke/USA,"6,10",23.5,5,35,Forward,Active,1610612765,Pistons,DET,Detroit,2018,2023,N,Y,Y,2018,1,2,N
Carl Bailey,Carl,Bailey,0,76084,1958-04-23,Tuskegee,USA,Tuskegee/USA,"7,0",21.0,1,21,Center,Inactive,1610612757,Trail Blazers,POR,Portland,1981,1981,N,Y,Y,1980,3,66,N
Gus Bailey,Gus,Bailey,0,76083,1951-02-18,Texas-El Paso,USA,Texas-El Paso/USA,"6,5",18.5,5,20,Guard,Inactive,1610612745,Rockets,HOU,Houston,1974,1979,N,Y,Y,1974,2,23,N
James Bailey,James,Bailey,0,76085,1957-05-21,Rutgers,USA,Rutgers/USA,"6,9",22.0,9,2,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,1979,1987,N,Y,Y,1979,1,6,N
Thurl Bailey,Thurl,Bailey,0,1847,1961-04-07,North Carolina State,USA,North Carolina State/USA,"6,11",24.7,12,41,Forward,Inactive,1610612762,Jazz,UTA,Utah,1983,1998,N,Y,Y,1983,1,7,N
Toby Bailey,Toby,Bailey,0,1753,1975-11-19,UCLA,USA,UCLA/USA,"6,6",21.3,3,11,Guard,Inactive,1610612756,Suns,PHX,Phoenix,1998,2002,N,Y,Y,1998,2,45,N
Mark Baker,Mark,Baker,0,1858,1969-11-11,Ohio State,USA,Ohio State/USA,"6,1",17.5,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1998,1998,N,Y,Y,1988,Undrafted,Undrafted,N
Maurice Baker,Maurice,Baker,0,2486,1979-07-28,Oklahoma State,USA,Oklahoma State/USA,"6,2",20.0,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2002,2004,Y,Y,Y,1988,Undrafted,Undrafted,N
Norm Baker,Norm,Baker,0,76089,1923-02-17,Victoria,Canada,Victoria/Canada,"6,0",18.0,1,Desconocido,Guard,Inactive,1610610025,Stags,CHS,Chicago,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Ron Baker,Ron,Baker,0,1627758,1993-03-30,Wichita State,USA,Wichita State/USA,"6,4",22.0,3,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2016,2018,Y,Y,Y,1988,Undrafted,Undrafted,N
Vin Baker,Vin,Baker,0,452,1971-11-23,Hartford,USA,Hartford/USA,"6,11",24.0,13,34,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,1993,2005,N,Y,Y,1993,1,8,N
Wade Baldwin IV,Wade,Baldwin IV,0,1627735,1996-03-29,Vanderbilt,USA,Vanderbilt/USA,"6,4",20.0,3,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2016,2018,Y,Y,Y,2016,1,17,N
Patrick Baldwin Jr.,Patrick,Baldwin Jr.,1,1631116,2002-11-18,Wisconsin-Milwaukee,USA,Wisconsin-Milwaukee/USA,"6,9",22.0,1,7,Forward,Active,1610612744,Warriors,GSW,Golden State,2022,2023,Y,Y,Y,2022,1,28,N
Renaldo Balkman,Renaldo,Balkman,0,200764,1984-07-14,South Carolina,USA,South Carolina/USA,"6,8",22.5,7,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2006,2011,Y,Y,Y,2006,1,20,N
Cedric Ball,Cedric,Ball,0,76090,1968-04-16,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,"6,8",21.0,1,44,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,1990,1990,N,Y,Y,1988,Undrafted,Undrafted,N
LaMelo Ball,LaMelo,Ball,1,1630163,2001-08-22,Illawarra,USA,Illawarra/USA,"6,7",18.0,3,1,Guard,Active,1610612766,Hornets,CHA,Charlotte,2020,2023,N,Y,Y,2020,1,3,N
LiAngelo Ball,LiAngelo,Ball,1,1629071,1998-11-24,Desconocido,USA,UCLA/USA,Desconocido,21.0,0,Desconocido,Desconocido,Inactive,0,Desconocido,Desconocido,Desconocido,1992,1998,Y,N,Y,2018,Desconocido,Desconocido,N
Lonzo Ball,Lonzo,Ball,1,1628366,1997-10-27,UCLA,USA,UCLA/USA,"6,6",19.0,5,2,Guard,Active,1610612741,Bulls,CHI,Chicago,2017,2023,N,Y,Y,2017,1,2,N
Greg Ballard,Greg,Ballard,0,76091,1955-01-29,Oregon,USA,Oregon/USA,"6,7",21.5,11,42,Forward,Inactive,1610612764,Bullets,WAS,Washington,1977,1988,N,Y,Y,1977,1,4,N
Herschel Baltimore,Herschel,Baltimore,0,76092,1921-06-21,Penn State,USA,Penn State/USA,"6,4",19.5,1,Desconocido,Forward,Inactive,1610610034,Bombers,BOM,St. Louis,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Paolo Banchero,Paolo,Banchero,1,1631094,2002-11-12,Duke,USA,Duke/USA,"6,10",25.0,1,5,Forward,Active,1610612753,Magic,ORL,Orlando,2022,2023,N,Y,Y,2022,1,1,N
Desmond Bane,Desmond,Bane,1,1630217,1998-06-25,TCU,USA,TCU/USA,"6,5",21.5,3,22,Guard,Active,1610612763,Grizzlies,MEM,Memphis,2020,2023,N,Y,Y,2020,1,30,N
Gene Banks,Gene,Banks,0,76093,1959-05-15,Duke,USA,Duke/USA,"6,7",21.5,6,20,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,1981,1986,N,Y,Y,1981,2,28,N
Marcus Banks,Marcus,Banks,0,2556,1981-11-19,UNLV,USA,UNLV/USA,"6,2",20.5,9,15,Guard,Inactive,1610612738,Celtics,BOS,Boston,2003,2010,Y,Y,Y,2003,1,13,N
Ken Bannister,Ken,Bannister,0,76094,1960-04-01,St. Augustine's,USA,St. Augustine's/USA,"6,9",23.5,5,51,Forward,Inactive,1610612752,Knicks,NYK,New York,1984,1990,N,Y,Y,1984,7,156,N
Mike Bantom,Mike,Bantom,0,76095,1951-12-03,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,"6,9",20.0,9,42,Forward,Inactive,1610612754,Pacers,IND,Indiana,1973,1981,N,Y,Y,1973,1,8,N
Dalano Banton,Dalano,Banton,1,1630625,1999-11-07,Nebraska,Canada,Nebraska/Canada,"6,7",20.4,2,45,Forward,Active,1610612761,Raptors,TOR,Toronto,2021,2023,Y,Y,Y,2021,2,46,N
Cat Barber,Cat,Barber,0,1627760,1994-07-25,North Carolina State,USA,North Carolina State/USA,"6,1",17.3,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2021,2021,Y,Y,Y,2016,Desconocido,Desconocido,N
John Barber,John,Barber,0,76096,1927-06-27,California State-Los Angeles,USA,California State-Los Angeles/USA,"6,6",21.0,1,25,Forward,Inactive,1610612737,Hawks,STL,St. Louis,1956,1956,N,Y,Y,1956,Desconocido,Desconocido,N
Stephen Bardo,Stephen,Bardo,0,76097,1968-04-05,Illinois,USA,Illinois/USA,"6,5",19.0,3,25,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,1991,1995,N,Y,Y,1990,2,41,N
J.J. Barea,J.J.,Barea,0,200826,1984-06-26,Northeastern,Puerto Rico,Northeastern/Puerto Rico,"5,10",18.0,15,5,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,2006,2019,Y,Y,Y,1988,Undrafted,Undrafted,N
Cliff Barker,Cliff,Barker,0,76098,1921-01-15,Kentucky,USA,Kentucky/USA,"6,2",18.5,3,Desconocido,Guard,Inactive,1610610030,Olympians,INO,Indianapolis,1949,1951,N,Y,Y,1949,5,Desconocido,N
Tom Barker,Tom,Barker,0,76099,1955-03-11,Hawaii,USA,Hawaii/USA,"6,11",22.5,2,6,Center,Inactive,1610612737,Hawks,ATL,Atlanta,1976,1978,N,Y,Y,1976,4,53,N
Charles Barkley,Charles,Barkley,0,787,1963-02-20,Auburn,USA,Auburn/USA,"6,6",25.2,16,34,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,1984,1999,N,Y,Y,1984,1,5,Y
Erick Barkley,Erick,Barkley,0,2057,1978-02-21,St. John's (NY),USA,St. John's (NY)/USA,"6,1",18.5,3,1,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,2000,2002,N,Y,Y,2000,1,28,N
Don Barksdale,Don,Barksdale,0,76102,1923-03-31,UCLA,USA,UCLA/USA,"6,6",20.0,4,17,Forward,Inactive,1610612738,Celtics,BOS,Boston,1951,1954,N,Y,Y,1988,Undrafted,Undrafted,N
Dominick Barlow,Dominick,Barlow,1,1631230,2003-05-26,Overtime Elite,USA,Overtime Elite/USA,"6,9",21.5,1,26,Forward,Active,1610612759,Spurs,SAS,San Antonio,2022,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Harrison Barnes,Harrison,Barnes,1,203084,1992-05-30,North Carolina,USA,North Carolina/USA,"6,8",22.5,11,40,Forward,Active,1610612758,Kings,SAC,Sacramento,2012,2023,N,Y,Y,2012,1,7,N
Jim Barnes,Jim,Barnes,0,76105,1941-04-13,Texas-El Paso,USA,Texas-El Paso/USA,"6,8",21.0,7,12,Center,Inactive,1610612738,Celtics,BOS,Boston,1964,1970,N,Y,Y,1964,1,1,N
Marvin Barnes,Marvin,Barnes,0,76104,1952-07-27,Providence,USA,Providence/USA,"6,9",21.0,4,27,Forward,Inactive,1610612746,Clippers,SDC,San Diego,1976,1979,N,Y,Y,1974,1,2,N
Matt Barnes,Matt,Barnes,0,2440,1980-03-09,UCLA,USA,UCLA/USA,"6,7",22.6,15,22,Forward,Inactive,1610612746,Clippers,LAC,Los Angeles,2002,2016,N,Y,Y,2002,2,45,N
Scottie Barnes,Scottie,Barnes,1,1630567,2001-08-01,Florida State,USA,Florida State/USA,"6,8",22.5,2,4,Forward,Active,1610612761,Raptors,TOR,Toronto,2021,2023,N,Y,Y,2021,1,4,N
Jim Barnett,Jim,Barnett,0,76106,1944-07-07,Oregon,USA,Oregon/USA,"6,4",17.0,11,33,Guard,Inactive,1610612744,Warriors,GOS,Golden State,1966,1976,N,Y,Y,1966,1,8,N
John Barnhill,John,Barnhill,0,76108,1938-03-20,Tennessee State,USA,Tennessee State/USA,"6,1",18.0,7,11,Guard,Inactive,1610612737,Hawks,STL,St. Louis,1962,1968,N,Y,Y,1959,11,77,N
Norton Barnhill,Norton,Barnhill,0,76109,1953-07-15,Washington State,USA,Washington State/USA,"6,4",20.5,1,10,Guard,Inactive,1610612760,SuperSonics,SEA,Seattle,1976,1976,N,Y,Y,1976,8,134,N
Leo Barnhorst,Leo,Barnhorst,0,76110,1924-05-11,Notre Dame,USA,Notre Dame/USA,"6,4",19.0,5,8-15,Forward,Inactive,1610610030,Olympians,INO,Indianapolis,1949,1953,N,Y,Y,1949,2,Desconocido,N
John Barr,John,Barr,0,76111,1918-08-18,Penn State,USA,Penn State/USA,"6,3",20.5,1,Desconocido,Forward,Inactive,1610610034,Bombers,BOM,St. Louis,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Mike Barr,Mike,Barr,0,76112,1950-10-19,Duquesne,USA,Duquesne/USA,"6,3",18.0,1,34,Guard,Inactive,1610612758,Kings,KCK,Kansas City,1976,1976,N,Y,Y,1972,13,180,N
Ernie Barrett,Ernie,Barrett,0,76114,1929-08-27,Kansas State,USA,Kansas State/USA,Desconocido,21.0,2,Desconocido,Desconocido,Inactive,0,Desconocido,Desconocido,Desconocido,1953,2008,N,Y,Y,1951,1,7,N
RJ Barrett,RJ,Barrett,1,1629628,2000-06-14,Duke,Canada,Duke/Canada,"6,6",21.4,4,9,Forward-Guard,Active,1610612752,Knicks,NYK,New York,2019,2023,N,Y,Y,2019,1,3,N
Earl Barron,Earl,Barron,0,2853,1981-08-14,Memphis,USA,Memphis/USA,"7,0",25.0,9,30,Forward-Center,Inactive,1610612748,Heat,MIA,Miami,2005,2014,Y,Y,Y,1988,Undrafted,Undrafted,N
Dana Barros,Dana,Barros,0,344,1967-04-13,Boston College,USA,Boston College/USA,"5,11",16.5,15,Desconocido,Guard,Inactive,1610612738,Celtics,BOS,Boston,1989,2003,N,Y,Y,1989,1,16,N
Brent Barry,Brent,Barry,0,699,1971-12-31,Oregon State,USA,Oregon State/USA,"6,7",21.0,15,17,Guard,Inactive,1610612760,SuperSonics,SEA,Seattle,1995,2008,N,Y,Y,1995,1,15,N
Drew Barry,Drew,Barry,0,1003,1973-02-17,Georgia Tech,USA,Georgia Tech/USA,"6,5",19.1,3,10,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,1997,1999,N,Y,Y,1996,2,57,N
Jon Barry,Jon,Barry,0,468,1969-07-25,Georgia Tech,USA,Georgia Tech/USA,"6,5",21.0,14,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1992,2005,N,Y,Y,1992,1,21,N
Rick Barry,Rick,Barry,0,600013,1944-03-28,Miami,USA,Miami/USA,"6,7",20.5,10,24,Forward,Inactive,1610612744,Warriors,GOS,Golden State,1965,1979,N,Y,Y,1965,1,2,Y
Ed Bartels,Ed,Bartels,0,76117,1925-10-08,North Carolina State,USA,North Carolina State/USA,"6,6",19.5,2,Desconocido,Forward,Inactive,1610610036,Capitols,WAS,Washington,1949,1950,N,Y,Y,1988,Undrafted,Undrafted,N
Vic Bartolome,Vic,Bartolome,0,76118,1948-09-29,Oregon State,USA,Oregon State/USA,"7,0",23.0,1,20,Center,Inactive,1610612744,Warriors,GOS,Golden State,1971,1971,N,Y,Y,1970,6,87,N
Will Barton,Will,Barton,1,203115,1991-01-06,Memphis,USA,Memphis/USA,"6,5",18.1,11,1,Guard,Active,1610612761,Raptors,TOR,Toronto,2012,2023,Y,Y,Y,2012,2,40,N
Eddie Basden,Eddie,Basden,0,101188,1983-02-15,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,"6,5",21.5,2,13,Guard,Inactive,1610612741,Bulls,CHI,Chicago,2005,2005,Y,Y,Y,1988,Undrafted,Undrafted,N
Brandon Bass,Brandon,Bass,0,101138,1985-04-30,Louisiana State,USA,Louisiana State/USA,"6,8",25.0,13,30,Forward,Inactive,1610612738,Celtics,BOS,Boston,2005,2016,Y,Y,Y,2005,2,33,N
Paris Bass,Paris,Bass,0,1628238,1995-08-29,Detroit Mercy,USA,Detroit Mercy/USA,"6,8",20.0,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2021,2021,Y,Y,Y,1988,Undrafted,Undrafted,N
Tim Bassett,Tim,Bassett,0,76120,1951-04-01,Georgia,USA,Georgia/USA,"6,8",22.5,4,21,Forward,Inactive,1610612751,Nets,NJN,New Jersey,1976,1979,N,Y,Y,1973,7,106,N
Charles Bassey,Charles,Bassey,1,1629646,2000-10-28,Western Kentucky,Nigeria,Western Kentucky/Nigeria,"6,9",23.0,2,28,Center-Forward,Active,1610612759,Spurs,SAS,San Antonio,2021,2023,Y,Y,Y,2021,2,53,N
Maceo Baston,Maceo,Baston,0,1766,1976-05-29,Michigan,USA,Michigan/USA,"6,10",23.0,5,9,Forward,Inactive,1610612754,Pacers,IND,Indiana,2002,2008,N,Y,Y,1998,2,58,N
Mengke Bateer,Mengke,Bateer,0,2370,1975-11-20,Beijing,China,Beijing/China,"6,11",29.0,4,Desconocido,Center,Inactive,0,Desconocido,Desconocido,Desconocido,2001,2003,N,Y,Y,1988,Undrafted,Undrafted,N
Billyray Bates,Billyray,Bates,0,76121,1956-05-31,Kentucky State,USA,Kentucky State/USA,"6,4",21.0,4,35,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,1979,1982,N,Y,Y,1978,3,47,N
Tony Battie,Tony,Battie,0,1499,1976-02-11,Texas Tech,USA,Texas Tech/USA,"6,11",24.0,15,4,Center,Inactive,1610612738,Celtics,BOS,Boston,1997,2011,N,Y,Y,1997,1,5,N
Shane Battier,Shane,Battier,0,2203,1978-09-09,Duke,USA,Duke/USA,"6,8",22.0,13,31,Forward,Inactive,1610612763,Grizzlies,MEM,Memphis,2001,2013,N,Y,Y,2001,1,6,N
Dave Batton,Dave,Batton,0,76124,1956-03-26,Notre Dame,USA,Notre Dame/USA,"6,10",24.0,2,45,Center,Inactive,1610612764,Bullets,WAS,Washington,1982,1983,N,Y,Y,1978,3,62,N
Nicolas Batum,Nicolas,Batum,1,201587,1988-12-14,Le Mans,France,Le Mans/France,"6,8",23.0,15,33,Guard-Forward,Active,1610612746,Clippers,LAC,LA,2008,2023,N,Y,Y,2008,1,25,N
Johnny Baum,Johnny,Baum,0,76125,1946-06-17,Temple,USA,Temple/USA,"6,5",20.0,2,14,Forward,Inactive,1610612741,Bulls,CHI,Chicago,1969,1970,N,Y,Y,1969,2,23,N
Frankie Baumholtz,Frankie,Baumholtz,0,76126,1918-10-07,Ohio,USA,Ohio/USA,"5,10",17.0,1,Desconocido,Guard,Inactive,1610610026,Rebels,CLR,Cleveland,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Lonny Baxter,Lonny,Baxter,0,2437,1979-01-27,Maryland,USA,Maryland/USA,"6,8",26.0,4,35,Forward,Inactive,1610612741,Bulls,CHI,Chicago,2002,2005,N,Y,Y,2002,2,43,N
Elgin Baylor,Elgin,Baylor,0,76127,1934-09-16,Seattle,USA,Seattle/USA,"6,5",22.5,14,22,Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,1958,1971,N,Y,Y,1958,1,1,Y
Aron Baynes,Aron,Baynes,0,203382,1986-12-09,Washington State,Australia,Washington State/Australia,"6,10",26.0,10,46,Center-Forward,Inactive,1610612765,Pistons,DET,Detroit,2012,2020,Y,Y,Y,1988,Undrafted,Undrafted,N
Sergei Bazarevich,Sergei,Bazarevich,0,76128,1965-03-15,Tofas S.K.,Russia,Tofas S.K./Russia,"6,2",16.8,1,5,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,1994,1994,N,Y,Y,1988,Undrafted,Undrafted,N
Kent Bazemore,Kent,Bazemore,1,203145,1989-07-01,Old Dominion,USA,Old Dominion/USA,"6,4",19.5,11,9,Guard-Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,2012,2021,Y,Y,Y,1988,Undrafted,Undrafted,N
Darius Bazley,Darius,Bazley,1,1629647,2000-06-12,Princeton HS (OH),USA,Princeton HS (OH)/USA,"6,9",21.6,4,55,Forward,Active,1610612756,Suns,PHX,Phoenix,2019,2023,N,Y,Y,2019,1,23,N
